54,R
55,L
56,R
57,R
58,R
59,R
60,R
61,R
62,R
63,R
64,R
65,R
66,L
67,L
68,R
69,L
70,L
71,L
72,R
73,R
74,R
75,R
76,R
77,L
78,R
79,R
80,L
81,R
82,L
83,L
84,R
85,R
86,R
87,L
88,R
89,R
90,L
91,L
92,R
93,L
94,R
95,R
96,L
97,R
98,R
99,L
100,L
101,R
102,R
103,L
104,R
105,L
